person,name,party,99_vote,103_vote,104_vote,105_vote,107_vote,108_vote,125_vote,22_vote,30_vote,vote_18,vote_36,vote_31,vote_74,vote_120,vote_81,vote_116,vote_118,vote_123,vote_43,vote_64,vote_10,,,,,
412827,Rep. Sylvia Garcia [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
412828,Rep. Colin Allred [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
412830,Rep. Elaine Luria [D],Democrat,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
412832,Rep. Ben Cline [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
412833,Rep. Abigail Spanberger [D],Democrat,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,
412834,Rep. Jennifer Wexton [D],Democrat,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
412835,Rep. Kim Schrier [D],Democrat,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
412836,Rep. Bryan Steil [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
412837,Rep. Carol Miller [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
412842,Rep. Jared Golden [D],Democrat,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,,,,,
412843,Rep. Fred Keller [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
412844,Rep. Dan Bishop [R],Republican,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
412845,Rep. Gregory Murphy [R],Republican,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456791,Rep. Thomas Tiffany [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456792,Rep. Mike Garcia [R],Republican,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456793,Rep. Chris Jacobs [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456799,Rep. Jerry Carl Jr. [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456800,Rep. Barry Moore [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456801,Rep. Jay Obernolte [R],Republican,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,,,,,
456802,Rep. Young Kim [R],Republican,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456803,Rep. Michelle Steel [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456804,Rep. Sara Jacobs [D],Democrat,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456805,Rep. Lauren Boebert [R],Republican,-1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456806,Rep. Katherine “Kat” Cammack [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,,,,,
456807,Rep. Scott Franklin [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456808,Rep. Byron Donalds [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456809,Rep. Carlos Gimenez [R],Republican,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456810,Rep. Maria Salazar [R],Republican,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,,,,,
456811,Rep. Nikema Williams [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456812,Rep. Carolyn Bourdeaux [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
456813,Rep. Andrew Clyde [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456814,Rep. Marjorie Greene [R],Republican,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456815,Rep. Kaialiʻi Kahele [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456816,Rep. Ashley Hinson [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456817,Rep. Mariannette Miller-Meeks [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456818,Rep. Randy Feenstra [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,,,,,
456819,Rep. Marie Newman [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456820,Rep. Mary Miller [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456821,Rep. Frank Mrvan [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456822,Rep. Victoria Spartz [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456823,Rep. Tracey Mann [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456824,Rep. Jacob “Jake” LaTurner [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456825,Rep. Jake Auchincloss [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456826,Rep. Peter Meijer [R],Republican,-1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,,,,,
456827,Rep. Lisa McClain [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456828,Rep. Michelle Fischbach [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456829,Rep. Cori Bush [D],Democrat,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,,,,,
456830,Rep. Matthew Rosendale Sr. [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456831,Rep. Deborah Ross [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456832,Rep. Kathy Manning [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
456833,Rep. David “Madison” Cawthorn [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,,,,,
456834,Rep. Yvette Herrell [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456835,Rep. Teresa Leger Fernandez [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456836,Rep. Andrew Garbarino [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456837,Rep. Nicole Malliotakis [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456838,Rep. Ritchie Torres [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456839,Rep. Jamaal Bowman [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
456840,Rep. Mondaire Jones [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
456841,Rep. Stephanie Bice [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456842,Rep. Cliff Bentz [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456843,Rep. Nancy Mace [R],Republican,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,,,,,
456844,Rep. Diana Harshbarger [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,,,,,
456845,Rep. Patrick “Pat” Fallon [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456846,Rep. August Pfluger II [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456847,Rep. Ronny Jackson [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456848,Rep. Troy Nehls [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456849,Rep. Ernest “Tony” Gonzales [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456850,Rep. Beth Van Duyne [R],Republican,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456851,Rep. Blake Moore [R],Republican,-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456852,Rep. Clarence “Burgess” Owens [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456853,Rep. Robert “Bob” Good [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456854,Rep. Marilyn Strickland [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456855,Rep. Scott Fitzgerald [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456859,Rep. Julia Letlow [R],Republican,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,
456860,Rep. Troy Carter [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456861,Rep. Melanie Stansbury [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,
456862,Rep. Jake Ellzey [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456863,Rep. Shontel Brown [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
456864,Rep. Mike Carey [R],Republican,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,
456865,Rep. Sheila Cherfilus-McCormick [D],Democrat,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
